epoch,step_start,step_end,num_steps,avg_loss,lr
1,5501,5625,125,0.8718066830635071,1.215349512470863e-05
1,5626,5750,125,0.8600117754936218,1.1830732459751345e-05
1,5751,5875,125,0.8646546998023987,1.1506014126013953e-05
1,5876,6000,125,0.8675931940078735,1.1179694750176813e-05
1,6001,6125,125,0.8607203335762024,1.085213070742718e-05
1,6126,6250,125,0.8579835963249206,1.0523679732259906e-05
1,6251,6375,125,0.8612834486961365,1.0194700527793605e-05
1,6376,6500,125,0.8695575156211853,9.86555237402903e-06
1,6501,6625,125,0.8591310849189758,9.536594735477392e-06
1,6626,6750,125,0.8744851341247558,9.208186868587177e-06
1,6751,6875,125,0.8523952765464783,8.880687429398224e-06
1,6876,7000,125,0.8488895664215088,8.55445408185148e-06
1,7001,7125,125,0.8468074984550477,8.229843107182226e-06
1,7126,7250,125,0.8663776669502258,7.907209014823392e-06
1,7251,7375,125,0.8470895881652832,7.586904155243864e-06
1,7376,7500,125,0.8562959971427917,7.269278335144562e-06
1,7501,7625,125,0.8609454760551453,6.954678435432657e-06
1,7626,7750,125,0.8652962279319764,6.643448032390996e-06
1,7751,7875,125,0.8453068928718567,6.3359270224565505e-06
1,7876,8000,125,0.8556350469589233,6.032451251017665e-06
1,8001,8125,125,0.8501968908309937,5.733352145635439e-06
1,8126,8250,125,0.8624801144599915,5.438956354089871e-06
1,8251,8375,125,0.8433252115249634,5.149585387646029e-06
1,8376,8500,125,0.8594663896560669,4.865555269929806e-06
1,8501,8625,125,0.8580425777435303,4.587176191796802e-06
1,8626,8750,125,0.8474208731651306,4.314752172571159e-06
1,8751,8875,125,0.840151174068451,4.048580728024394e-06
1,8876,9000,125,0.8672016844749451,3.7889525454568e-06
1,9001,9125,125,0.8577441139221191,3.536151166236219e-06
1,9126,9250,125,0.8456287250518799,3.2904526761409674e-06
1,9251,9375,125,0.8366316428184509,3.052125403845042e-06
1,9376,9500,125,0.8489571123123169,2.8214296278748794e-06
1,9501,9625,125,0.8588014631271362,2.598617292357768e-06
1,9626,9750,125,0.8324585599899292,2.3839317318722603e-06
1,9751,9875,125,0.855416759967804,2.1776074057011393e-06
1,9876,10000,125,0.8505345916748047,1.9798696417771665e-06
1,10001,10125,125,0.8443214302062988,1.790934390601176e-06
1,10126,10250,125,0.8455545706748963,1.6110079894013695e-06
1,10251,10375,125,0.8451625084877015,1.4402869367912764e-06
1,10376,10500,125,0.85315598487854,1.278957678172539e-06
1,10501,10625,125,0.8570452694892883,1.1271964021168675e-06
1,10626,10750,125,0.8556509680747986,1.1271964021168675e-06
1,10751,10875,125,0.85929163646698,9.85168847949529e-07
1,10876,11000,125,0.8546671757698059,8.53030124744519e-07
1,11001,11125,125,0.8653786935806275,7.309245419290803e-07
1,11126,11250,125,0.8476095781326294,6.189854516825886e-07
1,11251,11375,125,0.8535939974784851,5.173351033019063e-07
1,11376,11500,125,0.8417636137008667,4.2608450969224245e-07
1,11501,11625,125,0.837502028465271,3.4533332612936086e-07
1,11626,11750,125,0.8474217138290405,2.751697414254917e-07
1,11751,11875,125,0.846704391002655,2.1567038161785291e-07
1,11876,12000,125,0.8421507110595703,1.669002262849273e-07
1,12001,12125,125,0.8330834102630615,1.2891253758190997e-07
1,12126,12250,125,0.8490463223457336,1.0174880207281849e-07
1,12251,12375,125,0.8407453966140747,8.54386854227795e-08
1,12376,12500,125,0.8491428618431092,7.999999999999999e-08
